 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5
132	340.941	335.857	343.976	346.063	328.120
133	334.399	335.379	340.553	347.142	343.006
134	334.097	345.159	337.317	354.159	343.048
135	345.455	349.210	341.923	338.243	341.478
136	356.798	345.826	342.750	349.131	351.695
137	364.455	340.282	348.852	347.227	354.495
138	364.785	350.767	352.755	352.485	366.960
139	363.449	350.729	341.328	352.662	376.904
140	363.948	351.489	349.059	346.514	363.217
141	378.174	363.519	350.456	348.358	371.561
142	373.645	369.898	355.953	360.407	367.237
143	366.274	358.198	347.769	364.136	354.669
144	376.100	364.209	355.738	369.905	371.188
145	366.529	373.479	374.242	364.741	371.560
146	371.949	367.724	372.186	376.385	384.770
147	370.526	375.638	373.912	368.060	377.394
148	390.166	370.645	376.939	378.835	386.616
149	381.251	389.311	373.263	380.680	381.636
150	395.833	384.547	376.623	381.632	381.072
151	376.688	372.946	380.662	387.178	378.738
152	384.372	380.224	371.697	384.845	385.163
153	390.321	378.338	370.620	391.734	390.056
154	402.389	390.980	380.329	382.398	396.587
155	401.292	390.884	388.419	392.873	397.740
156	402.837	383.723	390.909	396.447	403.761
157	394.362	393.074	384.363	409.909	401.305
158	401.967	404.442	393.234	402.840	400.129
159	404.934	410.803	403.681	402.753	410.572
160	403.660	419.268	403.088	399.642	397.218
161	411.825	407.827	396.662	406.864	404.994
162	421.182	400.245	391.471	417.355	408.789
163	410.717	406.074	394.329	414.783	411.590
164	417.174	403.882	403.475	416.361	418.177
165	419.557	405.504	404.817	430.549	431.145
166	425.720	421.140	402.860	411.673	414.835
167	428.971	420.813	424.482	416.823	416.914
168	434.601	431.832	424.394	431.497	422.047
169	436.157	437.932	420.159	434.277	432.032
170	429.477	426.482	420.850	431.044	432.338
171	447.229	443.595	433.505	437.078	440.625
172	455.728	437.845	423.333	444.572	451.603
173	447.364	435.500	430.895	444.665	453.910
174	435.693	438.612	434.744	438.421	451.961
175	459.920	444.140	430.314	444.672	455.038
176	463.152	444.625	445.694	439.004	458.521
177	474.134	455.772	466.709	452.820	461.998
178	479.937	464.008	458.862	466.912	466.937
179	491.894	460.139	457.606	485.166	485.259
180	504.483	476.081	471.238	483.558	500.629
181	507.821	468.374	472.746	496.319	500.056
182	532.743	472.581	481.802	507.015	515.486
183	534.400	505.064	486.614	512.512	535.740
184	549.592	494.122	504.768	533.151	561.089
185	566.755	508.600	525.269	553.564	565.859
186	576.025	518.893	535.983	559.199	575.339
187	588.367	532.469	551.785	595.573	577.170
188	605.411	547.998	579.710	612.105	578.936
189	623.839	571.105	593.226	617.903	625.290
190	636.868	598.712	613.122	636.312	633.284
191	672.077	635.404	636.208	646.222	659.429
192	679.211	633.113	654.105	652.230	665.824
193	700.202	623.176	656.281	679.087	684.211
194	704.759	652.212	646.450	704.579	690.647
195	693.387	651.454	672.488	715.779	700.151
196	648.429	654.283	677.162	713.184	693.245
197	640.938	668.283	665.886	722.798	664.207
198	634.257	670.458	667.148	689.305	671.630
199	629.932	639.269	662.851	660.173	658.774
200	614.238	626.634	628.165	636.194	650.524
201	609.559	618.335	628.014	633.665	641.316
202	592.995	625.249	617.834	628.214	624.298
203	609.269	619.512	629.961	605.201	629.264
204	605.624	627.343	637.210	600.214	615.955
205	591.173	617.238	629.635	593.090	618.462
206	602.078	634.727	644.293	607.679	626.652
207	594.534	636.808	637.978	587.130	617.000
208	589.833	643.825	635.002	600.642	621.087
209	591.562	655.732	638.573	577.134	627.131
210	584.232	664.484	645.204	589.668	616.529
211	598.383	657.447	638.700	594.728	612.498
212	600.503	650.119	613.085	609.668	594.570
213	581.375	642.960	612.641	613.398	599.930
214	594.899	655.830	614.731	624.818	585.704
215	591.192	648.670	632.541	629.335	590.387
216	581.422	659.985	629.996	620.917	592.872
217	588.097	656.672	625.048	627.986	598.258
218	585.068	641.041	607.349	634.789	615.189
219	587.651	646.515	598.946	630.578	621.182
220	598.125	627.160	614.921	640.786	613.088
221	597.050	632.812	618.029	631.121	613.176
222	616.427	622.769	625.963	628.992	625.747
223	610.076	630.617	611.993	638.135	621.008
224	618.232	637.192	634.779	650.837	613.853
225	603.502	652.359	623.446	637.940	630.242
226	626.457	637.073	618.620	628.273	622.995
227	623.782	638.888	627.565	635.172	630.895
228	639.850	634.028	631.954	640.579	622.083
229	645.533	629.243	640.421	651.465	637.084
230	641.313	645.885	650.198	623.976	630.385
231	656.590	643.534	634.318	626.536	645.933
232	646.602	643.975	631.888	642.987	660.065
233	678.045	638.128	639.416	650.308	653.032
234	683.361	654.960	641.431	667.170	657.493
235	440.028	440.028	486.498	453.669	401.941
236	473.774	473.774	492.508	452.261	427.664
237	486.588	486.588	484.788	470.187	440.423
238	498.552	498.552	481.981	488.223	472.908
239	506.185	506.185	490.077	496.968	482.469
240	526.756	526.756	505.028	510.393	492.757
241	540.770	540.770	509.755	524.857	484.331
242	554.855	554.855	529.056	528.784	486.933
243	579.927	579.927	550.602	552.255	497.109
244	572.261	572.261	547.783	565.856	518.788
245	568.141	568.141	568.362	578.480	526.426
246	570.980	570.980	581.958	575.971	566.044
247	585.232	585.232	575.183	568.757	581.653
248	608.673	608.673	589.183	567.367	596.568
249	621.715	621.715	589.794	570.172	596.494
250	620.114	620.114	602.889	561.638	606.418
251	621.127	621.127	610.239	557.286	604.672
252	633.706	633.706	614.192	570.011	575.145
253	634.668	634.668	603.126	578.221	578.197
254	624.244	624.244	597.302	580.304	580.306
255	616.112	616.112	580.988	600.111	586.029
256	609.972	609.972	575.609	607.003	604.878
257	589.831	589.831	557.062	593.297	621.129
258	581.126	581.126	572.129	587.797	632.012
259	573.053	573.053	555.574	559.782	629.585
260	565.279	565.279	568.539	574.055	604.302
261	562.318	562.318	556.771	555.755	599.351
262	549.094	549.094	571.547	541.855	583.012
263	548.051	548.051	557.800	545.893	556.909
264	551.923	551.923	545.682	544.166	547.621
265	569.272	569.272	554.967	546.995	524.938
266	574.788	574.788	540.810	542.608	520.746
267	548.428	548.428	572.896	541.203	506.747
268	549.805	549.805	566.700	525.527	499.629
269	546.842	546.842	570.909	513.292	504.486
270	532.699	532.699	568.121	524.225	498.344
271	540.064	540.064	556.321	518.012	478.319
272	530.269	530.269	561.147	519.910	491.012
273	532.407	532.407	540.915	531.400	506.485
274	517.122	517.122	530.011	553.156	513.952
275	521.961	521.961	542.687	546.261	520.149
276	509.982	509.982	533.033	543.460	539.242
277	521.903	521.903	507.983	547.360	536.906
278	514.889	514.889	501.194	531.013	520.672
279	510.035	510.035	504.821	529.835	511.698
280	502.258	502.258	510.465	519.839	512.704
281	483.315	483.315	498.164	518.477	517.411
282	486.641	486.641	501.635	510.251	512.385
283	487.562	487.562	480.796	504.597	508.808
284	484.670	484.670	488.247	495.264	487.119
285	490.855	490.855	483.023	499.971	486.372
286	479.869	479.869	470.650	499.204	473.817
287	480.919	480.919	468.463	484.072	483.351
288	482.623	482.623	456.929	483.136	477.805
289	458.076	458.076	455.901	482.457	469.902
290	464.935	464.935	455.098	474.995	468.377
291	450.519	450.519	465.132	466.565	476.226
292	455.044	455.044	453.827	478.233	476.385
293	448.612	448.612	459.593	469.570	471.171
294	454.562	454.562	446.063	463.864	457.560
295	453.024	453.024	437.870	475.067	449.673
296	463.040	463.040	452.398	467.531	461.945
297	450.453	450.453	455.419	456.702	462.449
298	446.860	446.860	447.549	445.492	459.213
299	453.420	453.420	448.696	446.892	465.542
300	434.179	434.179	439.773	459.608	456.934
301	429.211	429.211	434.093	454.795	452.423
302	437.284	437.284	442.821	455.856	444.342
303	435.260	435.260	437.923	449.798	442.002
304	427.425	427.425	430.650	435.724	442.687
305	426.555	426.555	424.256	438.391	435.354
306	426.790	426.790	433.628	430.719	438.683
307	430.930	430.930	423.834	438.861	437.610
308	429.660	429.660	413.933	433.870	438.319
309	436.199	436.199	423.356	420.917	441.468
310	430.316	430.316	422.000	416.736	433.626
311	422.889	422.889	433.961	429.345	429.537
312	428.277	428.277	420.410	434.666	428.331
313	442.233	442.233	420.919	428.039	421.283
314	428.249	428.249	426.779	432.057	430.211
315	432.692	432.692	416.078	433.902	418.348
316	431.480	431.480	429.522	431.105	415.994
317	417.139	417.139	431.310	427.368	423.084
318	424.989	424.989	422.049	415.446	427.405
319	427.548	427.548	421.445	429.604	427.823
320	434.040	434.040	429.233	429.186	432.487
321	425.107	425.107	427.075	427.109	429.477
322	434.127	434.127	421.928	427.644	428.652
323	417.986	417.986	424.102	418.776	411.628
324	421.146	421.146	417.513	419.335	414.731
325	417.162	417.162	418.536	417.613	427.782
326	425.889	425.889	412.785	427.479	411.867
327	420.634	420.634	415.445	411.154	422.317
328	431.502	431.502	425.677	429.047	429.653
329	433.975	433.975	421.637	425.279	415.209
330	438.355	438.355	423.677	423.471	426.110
331	431.020	431.020	424.635	440.006	424.481
332	431.825	431.825	439.110	440.438	416.347
333	433.073	433.073	430.351	427.631	419.696
334	432.601	432.601	428.388	432.126	422.798
335	431.252	431.252	431.153	429.467	425.994
336	425.083	425.083	443.750	431.343	427.589
337	439.503	439.503	438.444	438.073	424.897
338	420.847	420.847	431.096	432.172	422.581
339	441.358	441.358	438.666	433.005	436.156
340	440.554	440.554	446.156	428.047	426.596
341	447.768	447.768	441.212	443.713	437.830
342	439.020	439.020	447.103	443.099	433.458
343	457.233	457.233	448.175	434.527	435.366
344	461.938	461.938	432.704	433.170	444.991
345	449.795	449.795	454.674	437.183	444.071
346	438.692	438.692	458.227	445.198	438.987
347	440.021	440.021	456.096	458.629	428.792
348	456.593	456.593	446.228	457.208	435.916
349	460.328	460.328	453.601	461.884	439.881
350	439.986	439.986	448.303	447.211	442.869
351	448.937	448.937	449.568	454.407	462.708
352	455.323	455.323	449.438	452.388	445.056
353	451.851	451.851	455.904	452.733	454.943
354	455.553	455.553	458.069	435.002	453.675
