 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7
151	488.512	488.512	490.029	482.532	482.845	491.967	483.282
152	482.576	482.576	484.009	482.974	488.661	482.233	478.044
153	491.419	491.419	485.610	490.100	489.194	488.953	477.980
154	474.467	474.467	475.432	482.394	477.313	481.708	474.763
155	490.041	490.041	487.132	468.805	474.138	489.628	477.813
156	472.327	472.327	481.148	469.248	481.123	487.823	492.033
157	481.917	481.917	482.867	473.305	478.900	477.764	490.133
158	473.152	473.152	477.913	473.118	471.690	470.936	478.788
159	470.693	470.693	476.639	477.555	479.446	471.113	475.312
160	478.658	478.658	470.435	474.718	473.510	474.501	466.750
161	476.879	476.879	466.697	475.495	480.628	476.533	475.424
162	472.890	472.890	480.920	473.785	472.931	479.811	474.508
163	487.503	487.503	478.637	490.320	470.116	479.815	477.106
164	471.771	471.771	479.828	482.509	470.437	472.457	469.251
165	471.710	471.710	477.470	476.356	466.805	464.039	474.096
166	483.530	483.530	459.136	474.155	475.240	458.095	468.414
167	471.175	471.175	461.976	460.575	469.905	467.215	467.586
168	477.001	477.001	477.364	458.220	476.048	474.940	465.723
169	471.393	471.393	483.254	468.069	475.753	479.280	463.824
170	466.556	466.556	483.631	462.020	468.348	470.718	470.721
171	464.856	464.856	469.742	463.746	463.425	464.453	476.952
172	469.060	469.060	466.591	475.846	478.589	469.319	471.498
173	477.298	477.298	465.595	474.978	465.858	470.335	465.909
174	465.262	465.262	468.493	471.793	473.370	462.764	456.627
175	472.500	472.500	465.388	464.655	468.337	470.976	471.989
176	469.628	469.628	466.670	464.382	472.918	480.320	469.086
177	462.067	462.067	467.777	457.696	462.617	474.061	453.492
178	462.247	462.247	456.145	458.682	474.474	458.754	459.184
179	458.085	458.085	472.642	460.887	472.124	463.027	468.686
180	460.834	460.834	454.996	464.499	468.497	456.971	469.320
181	459.024	459.024	461.829	459.888	471.233	467.802	456.868
182	467.534	467.534	464.549	468.379	469.814	458.006	463.539
183	462.145	462.145	463.968	468.769	464.501	468.906	469.244
184	469.643	469.643	460.513	463.825	465.628	468.405	459.729
185	455.080	455.080	468.763	461.847	452.510	466.205	458.770
186	461.705	461.705	458.112	452.074	456.000	469.218	462.717
187	465.071	465.071	459.908	449.238	459.761	463.886	454.921
188	465.113	465.113	465.821	453.148	458.863	458.772	456.327
189	467.191	467.191	463.697	453.883	454.439	462.731	464.220
190	465.158	465.158	461.062	454.129	458.118	458.837	464.527
191	468.357	468.357	458.776	451.405	450.668	460.906	469.886
192	451.510	451.510	462.077	443.378	453.833	458.411	467.646
193	450.195	450.195	454.097	448.915	453.501	450.194	461.566
194	454.064	454.064	462.651	465.331	449.701	470.062	460.102
195	456.329	456.329	466.335	454.049	454.304	458.378	468.193
196	449.655	449.655	454.336	445.027	447.952	461.684	458.057
197	448.235	448.235	451.964	460.760	459.057	468.491	460.989
198	455.037	455.037	460.121	447.294	453.440	456.561	459.317
199	464.276	464.276	456.692	439.309	456.632	462.904	458.190
200	457.341	457.341	462.592	455.697	459.988	460.887	459.370
201	460.751	460.751	460.229	442.779	460.345	454.525	451.620
202	457.996	457.996	448.742	457.941	458.939	458.247	461.218
203	454.901	454.901	452.340	454.739	455.959	466.796	458.629
204	460.379	460.379	453.634	449.691	459.640	461.232	459.067
205	451.369	451.369	459.292	459.161	455.479	457.073	471.903
206	452.910	452.910	457.619	453.732	457.796	456.561	476.530
207	457.982	457.982	447.752	454.287	463.314	448.726	470.363
208	439.514	439.514	450.065	443.713	462.403	455.026	453.650
209	453.283	453.283	458.368	443.857	453.804	450.668	446.418
210	448.887	448.887	450.527	448.795	450.612	451.010	451.502
211	455.262	455.262	453.276	440.013	440.761	439.425	459.952
212	451.874	451.874	452.156	446.206	462.704	447.404	462.357
213	450.446	450.446	451.991	458.896	458.878	452.525	450.667
214	451.538	451.538	452.545	446.282	456.634	451.545	453.481
215	456.531	456.531	456.270	444.103	452.328	458.415	448.943
216	452.848	452.848	458.271	442.252	447.576	461.639	461.252
217	449.454	449.454	446.306	439.311	448.385	452.319	457.934
218	450.984	450.984	459.176	441.827	450.641	452.159	443.201
219	446.083	446.083	447.184	437.530	454.989	453.136	460.905
220	451.891	451.891	448.294	445.773	457.906	448.232	459.477
221	444.178	444.178	446.746	445.611	450.408	450.263	453.866
222	455.039	455.039	441.445	431.874	442.315	450.819	448.423
223	460.607	460.607	447.786	429.394	451.600	449.817	444.309
224	443.185	443.185	444.142	445.882	452.860	447.040	463.564
225	436.708	436.708	444.960	434.219	456.014	451.793	457.070
226	453.069	453.069	456.033	439.120	453.897	458.992	453.110
227	450.250	450.250	443.614	445.387	450.712	458.705	439.481
228	454.773	454.773	434.974	448.663	449.970	452.216	459.333
229	448.951	448.951	446.890	435.507	446.824	453.160	451.084
230	448.051	448.051	449.206	438.657	444.594	455.574	449.555
231	449.326	449.326	451.490	431.879	437.632	443.982	457.601
232	449.685	449.685	445.416	447.244	444.216	453.752	455.686
233	440.124	440.124	457.622	445.457	455.167	451.806	457.105
234	449.628	449.628	454.176	449.593	457.594	449.761	442.478
235	457.519	457.519	443.722	440.580	451.874	445.597	438.720
236	448.393	448.393	439.748	443.948	445.876	451.817	446.071
237	449.448	449.448	443.282	451.330	455.075	446.529	460.278
238	447.627	447.627	445.835	450.822	457.645	443.603	451.874
239	443.412	443.412	446.118	448.943	454.452	459.441	459.983
240	453.799	453.799	448.706	448.090	444.291	452.928	456.516
241	461.261	461.261	452.995	443.328	449.594	452.909	451.523
242	451.047	451.047	457.084	444.585	448.111	457.875	454.950
243	443.597	443.597	456.388	447.670	447.975	448.643	448.857
244	436.651	436.651	444.062	451.691	458.236	448.841	453.707
245	443.983	443.983	440.998	449.501	449.925	448.193	454.298
246	454.297	454.297	448.247	441.267	446.833	448.660	468.012
247	453.934	453.934	449.378	439.366	458.270	453.658	445.221
248	454.565	454.565	453.081	441.748	454.652	460.125	448.775
249	451.347	451.347	442.379	444.163	440.764	457.946	450.499
250	453.033	453.033	438.750	444.322	445.101	453.530	450.436
251	448.143	448.143	437.592	434.444	449.478	449.679	441.696
252	440.488	440.488	446.164	444.915	449.346	453.393	444.656
253	454.211	454.211	440.539	448.795	443.000	453.060	456.423
254	446.938	446.938	447.911	443.961	447.699	444.714	451.306
255	446.664	446.664	447.021	451.254	440.143	452.136	452.680
256	439.492	439.492	446.840	444.696	441.905	455.061	458.326
257	447.935	447.935	445.237	449.844	446.335	454.147	450.112
258	446.015	446.015	453.989	437.103	445.524	443.035	449.555
259	447.349	447.349	447.374	444.079	443.695	447.997	445.992
260	444.695	444.695	458.851	443.411	445.007	448.398	452.797
261	439.787	439.787	447.717	439.742	446.038	462.214	450.098
262	448.069	448.069	442.312	439.895	447.711	457.382	463.249
263	454.772	454.772	448.662	445.087	443.534	445.510	452.383
264	441.940	441.940	453.716	438.002	451.606	447.712	451.395
265	441.097	441.097	446.196	440.098	445.759	448.410	449.266
266	444.608	444.608	446.481	440.170	451.424	457.323	445.495
267	451.288	451.288	440.534	445.571	446.360	454.375	453.999
268	443.961	443.961	442.182	429.565	443.505	447.215	445.006
269	437.697	437.697	441.462	432.108	437.480	442.917	449.662
270	446.806	446.806	432.110	434.070	449.604	456.063	451.432
271	453.406	453.406	449.823	440.998	451.886	449.170	448.030
272	445.792	445.792	458.969	432.362	439.020	452.826	450.659
273	455.702	455.702	443.735	429.925	449.029	455.066	447.867
274	455.490	455.490	442.467	440.607	451.397	455.809	443.982
275	449.022	449.022	437.175	440.162	449.996	459.493	447.402
276	435.842	435.842	432.306	440.506	447.840	449.397	444.074
277	441.538	441.538	455.862	440.380	447.907	443.175	450.140
278	436.006	436.006	446.525	438.783	453.194	460.734	444.671
279	441.629	441.629	453.804	437.408	451.452	448.853	451.655
280	438.253	438.253	437.147	437.129	438.033	445.575	453.001
281	436.448	436.448	444.761	439.280	435.682	448.878	455.953
282	433.711	433.711	441.409	438.380	451.769	445.805	443.702
283	434.546	434.546	441.444	441.412	448.280	445.863	449.783
284	443.644	443.644	447.550	429.652	442.897	434.360	447.296
285	440.544	440.544	442.344	431.534	437.679	448.858	443.058
286	443.507	443.507	435.752	436.196	435.249	445.172	448.019
287	433.631	433.631	435.570	437.921	442.412	439.471	445.891
