 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19	Profile_Slice_20	Profile_Slice_21	Profile_Slice_22
21	213.288	213.288	205.280	205.907	207.904	205.959	208.914	210.379	207.619	209.328	208.480	215.650	212.541	203.841	215.098	220.792	206.645	216.063	220.072	220.268	202.973	219.359
22	216.813	216.813	206.044	204.794	203.732	205.240	216.890	212.064	209.637	213.086	211.101	213.631	212.415	211.976	215.649	217.517	211.261	212.191	216.897	211.457	208.948	221.208
23	208.609	208.609	211.604	209.062	211.866	206.796	211.380	212.358	206.208	217.458	213.233	214.470	206.998	215.789	215.582	218.206	208.794	211.083	215.136	217.688	213.166	214.298
24	210.533	210.533	206.887	207.255	208.401	205.406	205.342	215.257	209.168	212.340	213.339	215.031	207.635	216.450	214.462	221.082	214.537	212.943	210.546	214.525	208.986	211.476
25	204.817	204.817	213.963	204.490	209.500	206.603	211.629	210.573	208.175	210.842	209.084	221.918	216.824	216.919	221.672	211.369	210.104	218.129	212.154	210.540	210.272	215.069
26	204.232	204.232	213.160	210.395	206.283	207.171	217.709	203.833	205.061	215.578	215.360	220.857	213.915	224.155	226.473	210.396	214.822	211.033	214.073	208.460	213.166	216.867
27	214.185	214.185	205.914	205.187	206.165	204.615	207.035	210.068	210.782	208.195	211.845	211.615	215.725	209.422	216.250	215.986	205.381	214.718	204.296	215.816	201.347	217.531
28	212.540	212.540	203.153	202.432	195.703	206.146	207.482	213.134	213.724	208.164	202.914	223.808	219.636	205.892	214.420	216.402	203.497	209.373	212.389	214.960	209.706	214.433
29	215.061	215.061	201.502	193.266	197.870	203.107	212.542	205.884	208.499	211.085	206.970	219.283	215.213	212.263	226.186	221.119	208.957	216.779	212.439	218.247	213.839	209.581
30	215.632	215.632	206.591	202.054	210.512	207.167	211.865	204.485	207.707	208.664	204.917	221.752	209.994	218.899	216.210	219.389	211.270	218.890	214.017	211.189	210.403	210.827
31	214.709	214.709	207.826	201.183	200.624	210.302	214.415	208.441	210.216	217.607	205.796	216.327	216.074	212.399	221.937	225.075	211.637	218.885	205.966	211.024	209.535	208.494
32	209.956	209.956	211.300	213.612	207.644	203.817	204.178	208.079	210.612	209.742	218.723	215.131	213.752	216.862	221.668	220.276	223.352	221.111	223.427	211.874	215.465	209.987
33	205.036	205.036	207.888	204.961	201.961	205.140	210.775	209.375	213.269	207.224	217.974	209.633	209.490	221.648	216.401	214.360	217.803	213.750	215.129	209.845	214.211	204.138
34	214.644	214.644	214.867	201.328	208.808	210.409	210.998	214.083	211.413	209.583	212.560	219.141	214.130	216.798	219.564	218.598	221.130	221.048	220.556	215.149	217.330	216.174
35	216.509	216.509	218.420	205.458	210.335	210.536	225.745	219.627	211.278	220.652	218.946	211.722	212.760	216.002	223.382	220.521	222.646	220.867	219.081	215.368	214.745	222.240
36	217.201	217.201	215.595	210.080	209.331	207.792	216.981	210.766	213.587	208.903	215.399	217.035	214.987	215.693	215.750	218.846	217.056	216.001	213.007	214.116	220.514	222.803
37	213.704	213.704	213.465	202.074	215.636	206.081	218.407	217.711	212.266	213.936	213.120	219.241	218.294	220.311	223.540	226.696	218.459	217.874	217.820	215.589	223.926	223.252
38	214.178	214.178	213.459	202.150	206.049	209.607	217.310	206.214	218.689	208.244	216.524	219.655	218.019	217.988	226.729	228.291	224.532	221.463	222.044	216.629	220.579	223.798
39	216.337	216.337	209.799	215.766	205.081	207.098	217.587	210.958	211.972	212.789	218.806	219.209	208.238	221.967	221.854	219.213	221.818	223.923	221.488	224.735	219.263	222.892
40	216.280	216.280	218.165	220.402	224.827	213.143	220.342	211.510	213.218	216.559	226.224	220.769	214.379	214.049	230.637	222.478	220.330	226.737	223.878	231.708	223.284	215.616
41	218.847	218.847	223.506	216.329	218.113	218.864	217.913	213.654	218.227	219.385	222.951	221.803	216.315	221.476	224.656	232.186	232.247	227.085	227.134	222.218	226.768	219.030
42	225.630	225.630	220.847	209.812	221.393	224.768	220.660	219.126	219.031	220.961	228.550	222.703	218.257	214.218	224.886	225.900	225.606	226.712	227.814	222.308	231.327	233.141
43	227.830	227.830	224.416	219.832	217.712	213.259	217.143	221.839	216.802	223.798	230.029	231.829	221.235	215.517	230.909	222.688	223.028	234.090	224.625	229.049	234.425	225.485
44	227.709	227.709	220.784	224.822	219.502	225.169	226.199	224.017	225.910	231.607	228.395	235.116	224.064	229.365	222.865	224.671	224.779	237.325	233.721	224.344	224.210	229.386
45	229.780	229.780	222.491	218.494	228.651	225.531	224.647	223.355	233.289	229.939	233.262	226.705	221.789	228.807	227.375	225.769	231.555	232.049	228.977	217.180	223.706	235.490
46	229.752	229.752	221.557	224.304	225.981	226.312	221.268	223.689	225.099	227.438	235.043	236.875	223.460	227.068	237.196	231.232	239.547	228.967	240.300	231.581	232.166	236.078
47	230.362	230.362	228.723	210.955	228.386	229.384	234.251	216.523	227.847	217.421	229.928	235.368	220.626	230.989	241.057	238.654	231.818	235.268	237.997	226.720	236.310	239.417
48	229.224	229.224	224.944	216.130	220.174	229.542	224.398	224.758	228.065	220.950	236.798	236.329	231.801	239.878	231.576	237.300	236.016	235.298	238.388	237.861	231.338	238.279
49	233.669	233.669	226.496	212.299	231.048	221.074	227.326	229.217	225.617	223.442	230.966	236.119	231.509	230.715	238.556	234.797	247.800	230.793	234.500	234.324	243.847	235.991
50	231.558	231.558	224.658	212.045	226.706	221.509	228.812	231.292	232.291	224.661	239.486	232.032	235.341	232.484	236.121	226.948	243.058	231.003	238.407	230.078	237.084	228.601
51	230.743	230.743	217.983	229.901	232.628	223.693	234.448	221.513	229.661	232.269	235.633	244.066	233.267	243.223	239.203	236.782	240.365	239.265	247.360	229.582	233.594	237.905
52	237.308	237.308	225.543	223.761	228.056	228.901	237.082	224.839	226.541	230.465	234.575	241.302	232.156	241.073	240.571	237.373	237.875	243.236	244.239	234.322	243.067	242.732
53	236.275	236.275	229.574	222.760	229.386	237.805	230.115	225.351	229.210	239.491	244.309	245.576	233.619	236.638	238.134	247.592	251.100	234.577	242.864	235.970	242.217	243.750
54	236.290	236.290	239.977	221.542	225.704	225.471	232.035	224.650	238.553	241.580	245.151	243.780	229.346	235.621	241.734	244.908	253.403	242.992	237.681	239.797	229.574	240.312
55	244.998	244.998	242.310	224.819	229.328	228.463	232.406	224.852	231.523	234.673	251.411	240.979	236.824	239.754	241.115	237.869	251.026	242.390	246.202	233.249	240.009	231.150
56	245.679	245.679	243.865	220.226	239.806	234.782	240.638	227.710	226.981	240.206	247.336	243.291	245.378	234.947	244.251	245.387	249.607	241.192	244.370	234.616	246.837	236.833
57	235.598	235.598	244.395	228.493	238.369	231.300	237.375	233.346	225.406	236.781	244.162	246.632	244.330	231.900	243.594	261.255	262.798	242.578	252.127	241.037	246.199	239.583
58	239.325	239.325	237.652	229.195	233.558	228.888	233.169	243.873	234.539	241.047	253.804	251.899	237.548	249.159	257.651	259.687	254.809	253.530	252.003	242.052	245.078	242.963
59	241.613	241.613	238.921	237.774	231.633	234.289	236.731	238.559	236.682	240.541	260.932	249.459	244.308	252.886	250.745	261.258	259.786	257.580	259.515	243.152	244.992	250.465
60	231.056	231.056	237.196	232.778	235.698	238.520	233.605	231.247	233.915	236.781	251.983	237.648	250.017	241.618	263.304	271.982	264.268	257.813	276.816	251.026	248.965	248.238
61	249.891	249.891	237.507	227.066	243.261	242.855	238.967	236.964	241.205	241.709	246.217	243.290	245.879	252.799	264.370	272.932	260.412	267.410	273.719	251.052	252.472	247.871
62	251.078	251.078	241.405	231.930	247.941	255.037	247.872	232.053	239.859	238.583	244.057	245.536	255.277	264.428	266.886	261.457	252.937	269.680	275.892	259.610	253.859	260.441
63	244.471	244.471	239.577	234.301	249.279	249.357	245.255	233.087	241.639	236.338	248.173	252.947	250.449	258.044	265.513	267.124	255.227	272.257	275.631	273.115	257.973	260.734
64	246.645	246.645	239.849	238.227	242.635	234.726	240.221	227.073	237.310	239.517	247.519	253.861	247.656	256.225	260.685	262.399	250.992	262.048	261.763	267.690	261.968	267.143
65	236.951	236.951	246.105	228.436	243.964	246.429	238.625	229.195	241.704	243.128	241.797	253.475	250.043	263.626	272.428	272.429	241.821	257.228	260.378	273.589	254.266	265.569
66	228.083	228.083	243.265	247.924	242.625	237.180	226.613	232.970	237.332	240.308	239.872	246.190	250.361	268.022	272.134	264.766	250.361	256.553	248.853	278.303	254.323	265.576
67	233.021	233.021	241.389	244.008	241.985	236.392	222.461	224.343	229.669	233.819	244.115	234.919	239.745	264.060	267.055	257.153	250.627	251.069	245.411	261.922	251.421	250.917
68	238.051	238.051	237.659	234.027	236.723	235.998	224.668	228.304	234.202	243.262	243.281	230.237	231.121	265.127	270.123	259.592	243.869	243.856	241.519	257.420	242.508	244.680
69	238.132	238.132	242.188	231.555	230.080	228.688	223.523	220.148	231.892	241.445	233.193	233.828	238.772	259.934	263.936	259.334	240.859	242.862	240.966	253.192	240.913	240.313
70	233.967	233.967	243.280	230.110	227.703	226.748	224.398	221.963	221.740	227.666	227.625	232.896	231.805	262.217	256.847	254.735	246.680	245.601	236.303	253.778	232.045	229.168
71	221.762	221.762	230.628	225.861	209.352	225.201	225.538	217.856	223.491	224.625	222.812	235.008	229.797	258.894	250.610	249.432	245.277	245.223	231.006	244.619	226.442	225.148
72	223.503	223.503	231.568	222.002	214.567	227.549	218.375	215.705	222.372	227.992	225.691	231.775	228.075	265.342	252.778	245.388	240.401	243.165	240.747	241.586	231.083	234.305
73	223.898	223.898	229.951	225.921	229.994	229.506	223.561	212.251	225.147	224.370	228.260	231.084	221.474	260.852	250.160	239.799	232.612	239.388	231.141	234.243	235.912	232.044
74	225.273	225.273	225.825	227.977	224.723	228.413	222.318	215.140	225.926	223.008	220.508	227.275	229.563	246.217	243.149	242.957	222.978	235.393	229.215	234.100	229.655	222.538
75	231.935	231.935	225.243	223.657	225.521	230.512	225.910	223.563	226.034	223.747	223.686	225.556	235.761	240.993	257.407	252.987	224.942	246.058	226.866	223.330	228.280	223.884
76	232.387	232.387	219.853	216.242	220.638	227.842	221.898	227.160	226.058	220.657	233.051	229.437	221.277	231.850	248.591	246.624	229.876	238.530	226.663	230.169	220.838	224.991
77	218.892	218.892	218.089	216.736	212.977	228.967	209.137	220.782	224.963	224.577	222.092	227.137	225.444	228.245	251.198	241.788	221.333	227.604	222.483	230.374	224.883	224.271
78	215.017	215.017	213.576	214.902	218.401	220.377	210.510	216.952	228.768	228.272	229.013	230.557	222.769	232.459	242.548	235.746	218.712	231.971	222.523	214.978	217.816	212.847
79	209.689	209.689	205.626	211.901	216.500	213.867	218.886	211.996	223.107	224.176	225.963	229.181	212.138	229.626	247.833	236.482	216.377	230.903	221.784	216.879	207.539	203.741
80	216.438	216.438	217.838	216.596	217.558	213.996	211.759	208.029	215.104	222.564	224.151	228.618	215.762	225.443	249.864	235.067	212.825	229.101	217.241	220.814	212.245	210.112
81	211.541	211.541	216.020	215.182	211.346	205.965	211.568	205.116	207.572	220.709	216.802	219.855	213.414	224.541	239.885	232.480	208.226	229.491	207.191	215.650	208.361	208.796
82	213.711	213.711	207.455	213.509	208.621	207.860	204.180	206.752	211.414	217.568	215.382	219.971	215.735	223.489	229.765	226.313	205.667	218.129	212.946	221.831	203.468	220.673
83	216.414	216.414	211.561	211.841	204.128	211.238	207.988	218.018	210.535	209.354	212.709	220.893	209.414	215.796	227.043	219.620	205.284	216.516	214.873	209.425	202.802	204.838
84	210.556	210.556	209.215	210.105	208.826	215.117	206.270	206.995	211.158	207.988	208.636	214.414	208.877	215.594	220.609	228.382	209.616	213.975	216.391	211.711	208.566	213.297
85	208.128	208.128	200.138	206.701	206.112	203.343	206.231	201.406	208.814	216.075	206.712	215.632	206.472	215.035	216.890	220.738	205.290	214.465	209.911	207.584	202.365	210.152
86	211.822	211.822	205.485	206.336	211.034	203.872	206.830	201.611	207.074	213.572	215.768	220.875	206.243	217.478	214.388	221.905	205.542	206.199	211.180	210.538	206.026	202.015
87	203.332	203.332	203.511	202.997	209.500	202.944	200.612	199.758	201.709	204.238	210.549	215.083	200.150	208.340	208.798	208.044	199.926	210.566	200.691	205.767	198.485	201.202
88	206.787	206.787	202.653	205.705	199.961	202.724	198.909	198.678	201.467	207.432	209.267	215.235	203.141	209.879	204.730	207.703	198.478	211.436	201.319	206.127	200.942	206.508
89	207.914	207.914	204.394	198.187	200.385	204.158	200.726	202.937	203.905	205.693	201.792	215.422	202.614	208.411	196.911	217.496	209.355	207.033	206.651	201.821	206.799	201.754
90	204.833	204.833	198.767	200.619	199.430	204.208	198.875	192.727	199.815	210.929	205.049	209.953	197.628	198.672	209.687	211.520	204.178	208.570	201.611	197.897	207.784	202.770
91	203.045	203.045	199.386	199.733	198.414	202.405	199.593	198.409	197.923	206.135	203.059	205.654	195.541	198.565	203.298	209.655	196.554	210.066	204.095	195.588	199.005	205.490
92	211.946	211.946	197.345	194.456	201.535	196.974	204.187	198.255	196.926	200.952	200.555	205.741	199.572	203.825	199.222	202.482	199.911	201.797	204.850	206.725	206.803	195.901
93	202.586	202.586	197.206	192.635	201.069	198.018	193.857	198.843	208.244	195.977	198.923	203.857	201.802	204.136	208.610	199.942	193.712	196.414	198.162	209.409	196.647	194.891
94	201.738	201.738	198.776	197.481	198.014	192.530	194.337	194.749	199.502	199.295	194.637	202.645	189.767	200.899	204.117	202.948	199.773	196.047	190.936	192.873	192.656	204.909
95	199.107	199.107	194.103	196.269	202.671	191.111	191.292	192.904	200.611	206.097	186.976	200.276	186.611	197.400	196.183	201.462	190.097	196.254	201.448	197.405	187.978	205.207
96	202.197	202.197	195.549	201.997	193.977	190.381	199.319	190.630	197.072	196.339	202.422	199.275	190.185	201.724	192.857	194.658	190.103	195.474	200.481	192.236	190.472	199.237
97	202.298	202.298	193.068	183.073	190.602	194.301	189.667	189.982	195.405	198.334	192.851	195.998	194.649	193.860	196.993	195.372	191.075	197.953	193.282	193.326	199.699	189.409
98	202.844	202.844	189.448	189.549	187.645	191.148	187.278	186.932	198.390	198.003	188.865	197.156	195.910	198.340	195.303	197.486	186.316	195.658	198.952	193.113	192.276	190.440
99	202.951	202.951	200.389	192.148	186.061	195.370	189.709	190.693	199.824	191.496	194.097	193.290	190.163	196.203	194.792	194.939	184.418	199.410	190.413	191.421	186.909	193.907
100	190.992	190.992	200.337	197.112	188.462	187.979	186.489	189.962	194.270	195.744	195.035	199.608	193.767	198.794	197.755	205.114	189.500	198.106	192.473	200.577	196.134	193.180
101	191.092	191.092	186.482	187.186	192.744	186.553	194.026	188.905	188.528	193.728	195.749	200.185	188.752	196.281	196.878	189.463	193.573	189.495	190.648	192.252	191.183	191.339
102	189.750	189.750	193.231	185.244	188.004	183.297	185.342	189.193	197.482	186.550	192.179	189.480	183.773	191.101	190.862	188.160	185.707	185.987	189.631	191.821	185.158	189.389
103	193.202	193.202	193.516	191.496	194.598	185.283	188.054	190.432	192.558	189.939	191.382	184.924	187.599	193.428	193.641	198.286	188.028	190.910	194.282	191.512	191.260	188.434
104	196.124	196.124	186.899	188.560	196.565	193.956	190.528	187.310	187.853	187.231	192.765	190.861	186.668	191.969	182.853	194.061	188.509	184.952	187.929	191.960	194.138	182.442
105	192.603	192.603	182.566	187.842	186.839	193.903	188.403	186.258	192.024	192.817	191.687	197.155	182.693	188.385	188.385	193.846	180.992	185.319	194.487	191.794	191.825	187.840
106	194.263	194.263	186.115	190.763	190.561	184.691	185.382	192.088	185.675	188.950	189.177	189.450	181.403	196.678	190.065	184.743	185.891	188.744	190.427	189.650	192.350	191.728
107	200.058	200.058	184.943	187.570	183.699	191.089	187.974	188.016	195.547	187.502	191.913	189.604	193.178	192.077	189.137	193.779	184.361	193.451	188.402	191.384	184.436	186.268
108	189.110	189.110	190.275	181.526	180.539	191.052	190.591	194.496	198.199	186.281	189.338	194.263	192.179	187.152	196.258	191.899	181.737	190.685	191.701	194.340	187.393	189.573
109	187.316	187.316	185.312	180.376	179.968	184.670	185.903	183.476	193.291	183.354	184.195	191.358	182.876	190.996	193.802	192.201	183.851	189.889	192.284	194.563	186.562	190.860
110	182.949	182.949	185.654	183.815	184.084	190.738	182.258	187.741	186.827	184.527	183.656	187.893	189.466	190.424	193.259	188.856	186.549	191.773	193.432	194.517	182.768	186.801
111	187.040	187.040	177.787	186.011	186.128	185.824	182.753	196.104	187.915	182.681	184.379	194.620	182.582	182.050	186.025	187.836	179.590	186.017	190.827	192.729	181.674	184.702
112	192.018	192.018	181.689	185.373	181.457	193.188	180.762	194.633	184.292	183.258	180.808	184.724	182.897	188.774	193.980	188.246	184.221	184.765	185.448	190.807	178.413	183.920
113	183.040	183.040	186.318	182.427	182.747	188.481	187.744	186.532	192.324	183.718	183.072	186.558	184.183	184.032	192.844	186.828	174.540	188.940	190.730	187.465	182.652	187.878
114	183.281	183.281	179.702	182.045	182.464	185.123	183.092	183.439	185.457	185.629	186.874	183.840	179.952	188.055	183.598	186.467	174.748	191.145	190.071	182.017	180.885	187.282
115	187.834	187.834	185.150	180.616	182.975	186.729	181.097	183.159	184.961	184.279	182.713	186.543	178.016	184.470	182.786	186.563	175.444	178.647	182.920	181.379	184.720	180.960
116	188.891	188.891	191.403	183.365	185.320	179.668	188.388	182.993	184.614	179.442	181.024	182.370	175.819	179.907	182.786	185.423	175.490	176.159	179.663	182.132	183.852	181.041
117	181.762	181.762	184.518	183.434	178.440	183.421	182.559	179.304	188.380	180.778	181.715	178.236	183.003	187.742	186.189	182.401	180.218	180.545	183.928	193.083	181.955	179.872
118	185.930	185.930	182.531	181.659	179.748	187.817	185.105	180.179	186.016	176.679	187.120	175.893	181.377	185.026	186.923	194.380	177.137	174.442	186.778	187.361	184.459	184.835
119	191.190	191.190	187.052	185.758	186.657	182.465	186.314	184.294	184.154	184.793	188.455	175.649	170.871	185.828	190.717	190.184	171.438	184.344	190.725	183.540	184.810	189.648
120	175.421	175.421	189.183	185.418	179.158	187.426	184.423	175.154	184.774	184.082	181.901	179.356	179.064	184.754	188.643	185.572	181.660	182.796	177.202	182.917	183.668	187.730
121	180.721	180.721	182.644	183.167	175.772	182.294	179.369	180.943	184.341	181.932	183.232	180.973	181.927	185.712	183.569	183.405	177.554	178.890	182.199	182.977	186.518	183.472
122	184.361	184.361	184.071	187.515	180.215	185.444	179.622	180.748	178.647	184.063	183.519	180.397	183.116	188.902	182.852	184.694	173.594	183.486	176.140	176.894	180.157	186.244
123	180.194	180.194	178.236	182.259	184.492	181.784	185.033	175.143	178.762	172.518	178.448	177.685	180.015	185.873	180.111	181.824	176.182	172.547	171.917	176.767	177.731	187.013
124	185.107	185.107	174.324	179.389	185.157	182.657	184.757	177.029	175.952	179.616	182.784	179.000	176.381	177.159	183.621	181.938	174.732	176.746	181.140	182.226	182.673	184.734
125	182.610	182.610	183.411	183.619	181.238	182.607	176.197	178.111	177.936	182.617	181.253	183.981	175.355	184.267	178.981	181.588	173.473	181.731	179.967	177.341	186.749	185.357
126	183.552	183.552	179.531	183.679	176.599	183.599	172.892	179.397	175.123	178.486	171.121	178.869	171.951	183.886	180.914	184.847	178.291	181.284	175.319	180.739	179.059	177.021
127	182.808	182.808	177.552	182.183	174.437	177.199	177.549	180.409	175.782	174.735	173.591	174.466	173.129	180.429	174.583	183.815	174.732	183.904	177.632	180.261	176.959	176.043
128	180.732	180.732	182.577	180.022	177.451	171.927	175.651	175.875	178.839	174.560	175.736	173.100	173.897	182.850	179.267	177.467	172.097	176.489	173.917	178.910	176.011	180.141
129	179.431	179.431	179.306	175.534	181.428	180.526	174.352	176.279	179.686	176.897	182.096	172.356	177.794	175.666	183.348	179.268	173.983	178.625	176.666	181.670	177.366	173.599
130	178.491	178.491	180.975	179.900	184.685	180.481	178.970	187.166	178.330	182.519	174.047	176.873	174.693	173.353	174.795	181.526	169.634	174.757	177.361	181.010	179.671	179.362
131	175.159	175.159	175.900	181.562	177.865	182.863	170.793	178.084	174.694	185.283	176.992	173.508	173.828	183.117	173.502	177.891	172.133	178.517	184.153	186.562	177.952	179.608
132	167.640	167.640	170.358	178.577	185.997	170.264	181.811	185.976	181.105	178.541	172.675	177.408	170.902	174.360	180.522	180.321	173.268	177.081	183.100	177.965	171.095	179.712
133	178.709	178.709	173.354	180.164	179.850	177.278	174.238	177.667	173.126	182.663	178.180	182.337	169.882	174.797	174.653	178.925	177.981	175.618	180.164	173.700	181.851	179.857
134	181.831	181.831	178.849	175.214	178.083	178.427	173.133	177.475	178.194	179.846	179.310	174.330	174.531	179.946	173.156	177.496	173.275	182.022	176.974	176.181	179.219	177.472
135	181.812	181.812	178.784	172.439	179.014	181.419	172.761	179.697	178.477	178.005	176.608	176.838	179.378	180.278	179.605	174.605	172.638	179.717	175.734	174.611	176.634	176.344
136	182.236	182.236	181.405	170.892	179.214	180.055	179.297	183.933	176.992	176.064	170.611	180.946	172.695	169.301	174.327	176.831	167.881	176.272	182.133	179.076	175.592	173.962
137	179.619	179.619	175.117	174.562	180.896	173.210	176.791	174.036	177.087	176.427	174.180	180.015	173.670	175.636	177.108	171.078	173.347	175.377	173.008	174.481	173.991	172.320
138	180.952	180.952	175.757	177.967	177.422	173.712	176.058	171.820	177.084	167.678	175.728	172.905	172.846	176.974	176.156	175.157	172.378	174.202	173.931	174.654	174.199	176.381
139	173.614	173.614	180.148	184.439	177.978	179.821	173.684	174.792	174.601	178.396	174.605	174.995	166.186	176.747	178.534	181.546	168.002	174.850	178.333	176.152	173.089	178.099
140	178.559	178.559	177.943	181.764	177.258	179.021	173.215	174.504	172.695	175.533	177.344	177.024	167.906	183.052	178.120	175.890	172.005	173.135	180.550	180.405	173.440	177.764
141	176.525	176.525	181.595	183.631	177.526	179.258	176.817	173.704	176.099	177.706	177.634	179.094	171.223	178.429	174.627	176.309	169.766	174.473	178.384	180.245	176.522	177.667
142	177.624	177.624	174.698	182.626	176.943	173.782	176.661	183.100	175.364	180.344	175.912	178.369	169.760	180.618	170.177	173.370	172.120	169.015	180.019	177.412	172.951	179.339
143	181.025	181.025	181.886	180.484	178.363	173.853	176.828	176.036	171.262	180.956	180.674	172.174	172.254	176.675	173.990	178.202	167.261	169.121	179.997	174.756	180.300	178.151
144	175.606	175.606	174.543	184.756	175.588	178.252	177.002	173.330	169.684	168.940	172.893	174.935	172.483	171.633	177.059	180.374	169.179	174.988	171.902	178.572	170.113	170.319
145	178.391	178.391	179.321	178.036	178.278	177.014	180.046	174.536	166.969	171.225	175.199	165.844	171.327	176.624	174.435	171.766	165.563	169.989	174.868	175.885	170.470	173.647
146	171.934	171.934	179.854	178.586	173.615	176.679	174.365	172.379	168.271	176.957	175.805	174.341	168.573	174.049	173.688	176.029	171.578	177.223	175.033	179.736	175.046	171.526
147	174.923	174.923	172.521	179.637	171.862	174.208	173.549	175.007	172.884	173.618	176.144	177.465	177.465	180.007	175.620	178.237	175.202	170.364	176.299	173.501	179.367	173.789
148	178.330	178.330	174.222	177.758	175.683	172.956	178.916	174.936	176.251	174.125	174.245	177.539	174.009	180.052	175.527	177.311	167.719	180.445	179.992	176.092	174.717	174.273
149	174.298	174.298	168.661	182.063	175.411	166.719	175.982	170.728	174.038	179.495	170.967	169.587	167.511	175.967	175.660	178.668	164.426	175.923	170.319	169.769	170.852	171.289
150	172.808	172.808	172.442	176.576	174.678	176.836	170.950	175.424	176.918	176.163	173.019	175.301	166.771	174.042	177.118	176.639	176.884	175.293	177.546	173.248	176.821	170.019
