,CellName,CompNum,substrate & drug,SurroundingThickness,EChadwick
141,20-08-05_M1_P1_C3,9,BSA coated glass & doxycyclin,34.7373896587878,17938.259623621398
142,20-08-05_M1_P1_C3,10,BSA coated glass & doxycyclin,39.2270333324104,16036.181977223301
146,20-08-05_M1_P1_C4,4,BSA coated glass & doxycyclin,-3.15624845490493,11195.6022189169
147,20-08-05_M1_P1_C4,5,BSA coated glass & doxycyclin,14.093814246761198,2890.73314769861
157,20-08-05_M1_P1_C5,2,BSA coated glass & doxycyclin,73.01913292550309,31095.2370187171
158,20-08-05_M1_P1_C5,3,BSA coated glass & doxycyclin,87.14313227079309,21276.450256000502
159,20-08-05_M1_P1_C5,4,BSA coated glass & doxycyclin,96.599920650393,17964.3533541023
160,20-08-05_M1_P1_C5,5,BSA coated glass & doxycyclin,123.616246861083,22249.7889963583
161,20-08-05_M1_P1_C5,6,BSA coated glass & doxycyclin,83.8901339095119,4531.869640100171
162,20-08-05_M1_P1_C5,7,BSA coated glass & doxycyclin,121.547983034475,18102.3824395778
166,20-08-05_M1_P1_C6,1,BSA coated glass & doxycyclin,89.56223093249079,4367.82780601477
206,20-08-05_M1_P1_C32,3,BSA coated glass & doxycyclin,232.90107634882003,5942.75623933728
251,20-08-07_M1_P1_C7,7,BSA coated glass & doxycyclin,260.056475270881,5407.618508907321
208,20-08-05_M1_P1_C32,5,BSA coated glass & doxycyclin,189.63215041100702,5864.52533895371
248,20-08-07_M1_P1_C7,4,BSA coated glass & doxycyclin,237.77772307516003,5329.59568979081
249,20-08-07_M1_P1_C7,5,BSA coated glass & doxycyclin,239.97911082137998,7434.75514177201
250,20-08-07_M1_P1_C7,6,BSA coated glass & doxycyclin,267.80284334585497,4235.775014168979
252,20-08-07_M1_P1_C7,8,BSA coated glass & doxycyclin,189.02253632421198,7035.61142671212
253,20-08-07_M1_P1_C7,9,BSA coated glass & doxycyclin,283.71355695529303,7459.01509392116
255,20-08-07_M1_P1_C7,11,BSA coated glass & doxycyclin,269.969244281758,7248.95858289515
256,20-08-07_M1_P1_C7,12,BSA coated glass & doxycyclin,238.860560382623,7182.7948768092
257,20-08-07_M1_P1_C8,1,BSA coated glass & doxycyclin,189.240636862311,8492.80841777567
258,20-08-07_M1_P1_C8,2,BSA coated glass & doxycyclin,189.240636862311,35451.7390233658
259,20-08-07_M1_P1_C8,3,BSA coated glass & doxycyclin,114.876855106339,112932.906533786
260,20-08-07_M1_P1_C8,4,BSA coated glass & doxycyclin,109.41182778128,21479.398695816202
261,20-08-07_M1_P1_C8,5,BSA coated glass & doxycyclin,147.60174692381,10656.2014286275
263,20-08-07_M1_P1_C8,7,BSA coated glass & doxycyclin,206.25320767418498,9286.73268551041
264,20-08-07_M1_P1_C8,8,BSA coated glass & doxycyclin,185.153187116759,6507.80979942411
265,20-08-07_M1_P1_C8,9,BSA coated glass & doxycyclin,217.343417144878,3832.7918595059296
266,20-08-07_M1_P1_C8,10,BSA coated glass & doxycyclin,202.274303493165,5785.383749296159
267,20-08-07_M1_P1_C8,11,BSA coated glass & doxycyclin,180.255199603568,10586.240351431601
268,20-08-07_M1_P1_C8,12,BSA coated glass & doxycyclin,183.71529118815602,10813.7662567296
271,20-08-07_M1_P1_C62,3,BSA coated glass & doxycyclin,1813.44361201183,34373.0288404065
273,20-08-07_M1_P1_C62,5,BSA coated glass & doxycyclin,1589.77106629539,18889.3827132413
274,20-08-07_M1_P1_C62,6,BSA coated glass & doxycyclin,1331.51665402384,17045.6885690618
275,20-08-07_M1_P1_C62,7,BSA coated glass & doxycyclin,1295.9673560245099,22430.8770068498
207,20-08-05_M1_P1_C32,4,BSA coated glass & doxycyclin,222.10883756200002,7604.45759448956
247,20-08-07_M1_P1_C7,3,BSA coated glass & doxycyclin,211.72567205113603,4406.2487959888
246,20-08-07_M1_P1_C7,2,BSA coated glass & doxycyclin,205.184985733928,5086.19054473496
262,20-08-07_M1_P1_C8,6,BSA coated glass & doxycyclin,175.48798036590802,8755.33191133285
240,20-08-07_M1_P1_C6,5,BSA coated glass & doxycyclin,216.303657357054,13135.3249009414
209,20-08-05_M1_P1_C32,6,BSA coated glass & doxycyclin,274.76897494838,6064.9736943138905
241,20-08-07_M1_P1_C6,6,BSA coated glass & doxycyclin,185.029442180136,8525.975566159392
210,20-08-05_M1_P1_C32,7,BSA coated glass & doxycyclin,270.06080555831403,8064.832786473679
211,20-08-05_M1_P1_C32,8,BSA coated glass & doxycyclin,225.289751021824,6955.09365872964
212,20-08-05_M1_P1_C32,9,BSA coated glass & doxycyclin,234.05842800869598,6094.522264867529
213,20-08-05_M1_P1_C32,10,BSA coated glass & doxycyclin,227.92255498237802,7541.0408942184995
214,20-08-07_M1_P1_C3,1,BSA coated glass & doxycyclin,119.133228232279,28929.330642210698
216,20-08-07_M1_P1_C3,3,BSA coated glass & doxycyclin,118.011008550618,13224.588594213
217,20-08-07_M1_P1_C3,4,BSA coated glass & doxycyclin,116.888988970938,22743.7205595164
219,20-08-07_M1_P1_C3,6,BSA coated glass & doxycyclin,174.814959521031,12136.7767815842
220,20-08-07_M1_P1_C3,7,BSA coated glass & doxycyclin,85.3922636330472,13734.6164158571
215,20-08-07_M1_P1_C3,2,BSA coated glass & doxycyclin,94.93718166679349,8571.21258384443
231,20-08-07_M1_P1_C4,5,BSA coated glass & doxycyclin,166.14977034088002,42856.9327468828
224,20-08-07_M1_P1_C3,11,BSA coated glass & doxycyclin,62.834118008446204,14336.347809653998
226,20-08-07_M1_P1_C3,13,BSA coated glass & doxycyclin,95.0593328686809,27128.9642965748
227,20-08-07_M1_P1_C4,1,BSA coated glass & doxycyclin,183.530284040532,4667.05378536736
228,20-08-07_M1_P1_C4,2,BSA coated glass & doxycyclin,192.022880004146,9210.14647149063
236,20-08-07_M1_P1_C6,1,BSA coated glass & doxycyclin,696.766982042256,22281.9982562398
229,20-08-07_M1_P1_C4,3,BSA coated glass & doxycyclin,138.688986859723,36517.404453707204
230,20-08-07_M1_P1_C4,4,BSA coated glass & doxycyclin,140.212468776007,17245.0549300413
233,20-08-07_M1_P1_C4,7,BSA coated glass & doxycyclin,177.841776603605,7077.006685934971
234,20-08-07_M1_P1_C4,8,BSA coated glass & doxycyclin,208.580286919594,20391.0267985249
235,20-08-07_M1_P1_C4,9,BSA coated glass & doxycyclin,176.92882048765802,4609.09385571739
223,20-08-07_M1_P1_C3,10,BSA coated glass & doxycyclin,80.6796460888745,7089.498308128771
22,20-08-04_M1_P1_C7,7,BSA coated glass & none,147.178869002873,12331.343560604199
56,20-08-05_M2_P1_C5,6,BSA coated glass & none,51.9060345777798,3073.32883222698
23,20-08-04_M1_P1_C7,8,BSA coated glass & none,212.72047618401902,5453.4888525518
20,20-08-04_M1_P1_C7,5,BSA coated glass & none,276.044927046497,3833.12774270116
21,20-08-04_M1_P1_C7,6,BSA coated glass & none,211.11066554009102,7081.59237838534
44,20-08-05_M2_P1_C3,10,BSA coated glass & none,-112.299405988972,2388.87124893682
54,20-08-05_M2_P1_C5,4,BSA coated glass & none,-18.5132463286773,2137.8843000124302
52,20-08-05_M2_P1_C5,2,BSA coated glass & none,14.518572658868802,2936.55343196921
53,20-08-05_M2_P1_C5,3,BSA coated glass & none,5.849798169473621,2768.2234349234996
55,20-08-05_M2_P1_C5,5,BSA coated glass & none,6.07261664125872,4346.84601072472
19,20-08-04_M1_P1_C7,4,BSA coated glass & none,285.913087494663,3916.32786938906
51,20-08-05_M2_P1_C5,1,BSA coated glass & none,2.76327192171448,3288.69985697146
18,20-08-04_M1_P1_C7,3,BSA coated glass & none,201.069914359207,4126.131803743529
5,20-08-04_M1_P1_C5,6,BSA coated glass & none,68.3948045661318,4835.75434840411
16,20-08-04_M1_P1_C7,1,BSA coated glass & none,153.764805494669,4541.5494171562295
15,20-08-04_M1_P1_C6,9,BSA coated glass & none,131.297991432329,28523.4130660073
14,20-08-04_M1_P1_C6,8,BSA coated glass & none,160.944057072401,24135.996532009704
13,20-08-04_M1_P1_C6,7,BSA coated glass & none,155.70385399248698,43656.4635851032
12,20-08-04_M1_P1_C6,6,BSA coated glass & none,145.475266487246,65380.1621973304
11,20-08-04_M1_P1_C6,5,BSA coated glass & none,130.46034966780198,23069.260678075
10,20-08-04_M1_P1_C6,4,BSA coated glass & none,127.15206597758801,28712.8328505866
9,20-08-04_M1_P1_C6,3,BSA coated glass & none,120.750851147667,26646.8155912921
8,20-08-04_M1_P1_C6,2,BSA coated glass & none,109.006385977515,19354.128691501002
7,20-08-04_M1_P1_C6,1,BSA coated glass & none,119.233230821872,30533.680800655602
4,20-08-04_M1_P1_C5,5,BSA coated glass & none,44.2711430893632,7321.38484509958
3,20-08-04_M1_P1_C5,4,BSA coated glass & none,53.2685194421902,13047.4649207352
57,20-08-05_M2_P1_C5,7,BSA coated glass & none,53.016455527365,2600.52178853632
17,20-08-04_M1_P1_C7,2,BSA coated glass & none,223.177145896628,5939.411861567329
58,20-08-05_M2_P1_C5,8,BSA coated glass & none,41.4131105983206,2191.0420078822604
104,20-08-07_M2_P1_C6,6,BSA coated glass & none,114.86554040701799,5371.31730471659
60,20-08-05_M2_P1_C5,10,BSA coated glass & none,105.209249020326,2659.40853966203
108,20-08-07_M2_P1_C6,10,BSA coated glass & none,119.813659875714,6031.20070906123
107,20-08-07_M2_P1_C6,9,BSA coated glass & none,66.6909544491255,13939.1997005901
106,20-08-07_M2_P1_C6,8,BSA coated glass & none,75.72242947597529,17451.766577854298
105,20-08-07_M2_P1_C6,7,BSA coated glass & none,96.03270404997329,5854.458373771321
103,20-08-07_M2_P1_C6,5,BSA coated glass & none,124.98647346686701,4922.6390401595
102,20-08-07_M2_P1_C6,4,BSA coated glass & none,150.109160374601,5138.2110405761705
101,20-08-07_M2_P1_C6,3,BSA coated glass & none,209.441184390886,2986.04753820155
100,20-08-07_M2_P1_C6,2,BSA coated glass & none,155.412874087951,2474.75430378726
99,20-08-07_M2_P1_C6,1,BSA coated glass & none,122.408301672383,4874.91427495622
97,20-08-07_M2_P1_C5,8,BSA coated glass & none,26.435819305485,24381.7349493641
96,20-08-07_M2_P1_C5,7,BSA coated glass & none,27.462408599342798,24653.0093502108
95,20-08-07_M2_P1_C5,6,BSA coated glass & none,-3.60563821685173,15934.5344639572
89,20-08-07_M2_P1_C4,11,BSA coated glass & none,225.36018228135399,10392.988249758
88,20-08-07_M2_P1_C4,10,BSA coated glass & none,249.871211875839,2063.4428909511803
87,20-08-07_M2_P1_C4,9,BSA coated glass & none,256.828229929707,2203.37192022469
86,20-08-07_M2_P1_C4,8,BSA coated glass & none,148.843617800191,1963.89770012862
85,20-08-07_M2_P1_C4,7,BSA coated glass & none,158.895337828924,2648.88184388028
84,20-08-07_M2_P1_C4,6,BSA coated glass & none,284.020146282253,2051.60487310988
83,20-08-07_M2_P1_C4,5,BSA coated glass & none,282.397264871719,3146.67768549557
82,20-08-07_M2_P1_C4,4,BSA coated glass & none,248.931511454506,3140.1185431995696
81,20-08-07_M2_P1_C4,3,BSA coated glass & none,190.08658666474201,3691.40567493366
80,20-08-07_M2_P1_C4,2,BSA coated glass & none,167.776769426087,3488.58114099472
79,20-08-07_M2_P1_C4,1,BSA coated glass & none,172.735487447067,8553.47166289432
64,20-08-05_M2_P1_C5,14,BSA coated glass & none,43.494238940611496,3960.96563390204
63,20-08-05_M2_P1_C5,13,BSA coated glass & none,118.33544064861601,3112.79569868232
62,20-08-05_M2_P1_C5,12,BSA coated glass & none,117.572296661962,2923.63778080535
61,20-08-05_M2_P1_C5,11,BSA coated glass & none,134.186926242918,3970.4212122696295
59,20-08-05_M2_P1_C5,9,BSA coated glass & none,45.08420950865,2848.2375877188397
2,20-08-04_M1_P1_C5,3,BSA coated glass & none,38.6130861417532,16652.965488048
