 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19
175	180.410	176.859	180.277	179.731	176.591	177.309	176.612	175.712	181.348	174.941	171.860	174.339	180.329	178.827	175.706	173.385	180.368	176.155	173.228
176	172.873	182.775	177.733	174.527	172.045	177.301	171.498	178.811	173.408	175.894	174.954	175.841	171.906	177.250	178.720	177.965	173.092	175.597	177.714
177	177.992	183.029	173.651	183.393	175.657	179.459	174.809	179.515	176.034	172.733	175.165	179.372	175.652	176.177	177.466	174.507	169.985	175.303	175.341
178	180.123	183.443	178.359	179.865	173.396	175.377	173.982	182.634	181.139	169.962	178.942	177.978	178.653	179.441	178.215	173.039	175.862	177.233	181.839
179	178.750	178.837	179.690	177.204	177.641	175.556	180.630	175.486	175.359	172.933	177.896	175.327	177.198	171.077	178.943	174.422	172.957	177.836	182.765
180	171.745	175.638	176.682	180.500	174.257	178.228	174.202	182.380	172.940	172.628	176.682	171.967	179.108	176.395	174.375	178.143	173.826	175.339	178.320
181	177.708	184.042	180.682	175.131	177.197	176.339	173.868	176.092	175.790	177.280	175.416	174.135	178.350	179.422	174.380	174.512	175.639	175.151	176.830
182	172.930	181.258	174.035	180.755	174.146	173.109	173.941	172.878	177.414	179.473	178.536	183.429	179.655	176.730	173.345	169.389	177.936	172.427	173.337
183	178.213	175.535	176.743	177.896	168.516	176.258	170.950	174.172	177.235	173.034	179.293	182.577	177.242	172.340	176.488	174.683	177.243	174.982	177.899
184	177.205	175.290	167.709	177.298	181.611	182.251	174.371	173.447	175.203	176.257	175.815	171.416	179.381	179.253	174.427	171.907	180.382	176.203	175.634
185	176.254	178.414	176.292	177.012	176.162	182.898	175.842	179.888	181.335	178.041	175.440	170.838	179.017	179.859	172.014	176.501	178.603	173.921	176.117
186	178.765	177.649	177.904	174.487	170.289	181.605	180.706	180.655	174.817	177.345	176.690	173.932	177.440	173.686	176.037	172.539	178.990	171.038	175.415
187	176.159	175.392	177.834	181.326	175.413	175.040	179.076	179.546	176.256	173.698	174.032	173.701	177.261	183.530	176.209	177.780	172.071	174.806	170.406
188	174.844	171.151	176.821	175.611	174.231	169.774	176.324	174.772	176.140	171.895	176.634	174.103	177.006	181.876	180.612	174.712	174.964	176.314	173.499
189	175.144	174.184	173.861	176.992	174.185	176.321	172.630	172.545	176.486	178.092	180.464	174.764	174.675	177.193	178.126	177.432	176.147	176.255	176.005
190	171.382	175.257	173.404	173.138	177.299	177.762	169.402	178.202	176.814	179.316	172.286	169.362	176.158	173.919	174.061	180.575	174.007	173.160	176.090
191	177.634	177.194	176.795	175.830	176.118	173.030	171.209	178.932	177.103	178.911	173.090	169.486	175.385	175.491	176.692	177.256	178.715	173.743	181.011
192	175.946	177.712	174.145	172.828	176.885	174.470	174.688	169.776	180.523	172.085	170.667	169.706	177.818	172.679	173.792	172.759	174.194	176.532	171.719
193	175.260	174.069	170.999	175.860	179.014	173.134	176.194	171.549	175.832	175.204	173.973	175.272	175.140	174.460	178.210	173.067	172.944	169.951	178.456
194	180.036	176.459	173.391	179.048	183.045	171.795	174.366	174.458	180.430	177.332	176.074	177.779	176.527	174.931	176.919	176.763	174.293	175.962	176.403
195	171.255	172.439	183.125	171.594	176.032	175.258	171.274	178.559	177.242	179.802	178.100	175.260	175.182	171.047	174.716	176.224	167.113	172.694	173.530
196	174.956	171.341	172.396	173.439	175.306	177.252	174.023	174.226	171.978	175.709	177.786	170.280	176.393	169.472	174.452	172.092	171.755	174.727	176.901
197	176.559	172.724	177.049	184.928	178.705	170.309	176.953	172.308	172.997	175.849	170.953	173.827	179.515	170.705	175.713	174.930	176.772	170.909	179.919
198	173.422	174.029	178.811	177.994	177.808	173.868	173.522	171.150	171.443	174.440	173.577	174.737	172.396	169.971	174.446	174.293	170.876	172.713	175.793
199	175.300	175.199	174.651	177.202	173.890	171.520	176.607	178.171	173.777	178.734	175.314	175.396	172.202	169.492	176.650	170.275	178.103	172.462	173.273
200	175.911	176.842	174.688	176.576	171.386	174.975	174.271	175.646	174.895	170.955	172.354	173.768	169.940	172.537	173.915	174.493	176.423	173.173	174.747
201	169.143	178.309	177.454	175.096	172.605	174.029	175.262	182.235	175.363	176.315	174.691	172.583	171.045	172.432	180.302	173.612	172.772	173.544	179.061
202	170.350	176.974	173.888	176.683	172.791	174.638	175.443	174.291	172.100	180.193	177.327	175.634	174.490	175.196	176.810	169.225	172.019	172.179	178.513
203	170.376	181.901	173.178	169.632	176.925	172.706	175.589	170.618	174.080	173.080	172.308	170.551	178.635	174.768	171.219	172.245	171.279	173.652	172.165
204	171.292	175.755	175.707	172.301	176.920	177.563	174.901	173.931	174.652	177.763	170.769	169.220	177.177	174.137	172.726	175.486	178.220	175.399	175.087
205	170.689	174.030	169.653	180.411	176.826	173.538	172.474	174.862	179.541	174.933	176.863	170.653	174.199	174.771	174.600	173.144	173.211	178.706	177.369
206	170.389	172.389	172.464	171.393	177.622	172.953	175.235	170.457	173.461	170.902	175.571	175.335	172.314	171.122	171.734	171.114	170.065	176.204	174.347
207	174.435	174.986	171.069	173.080	174.691	170.785	173.262	171.704	173.097	173.086	174.396	174.157	169.177	172.310	169.863	172.029	172.965	170.222	175.191
208	176.900	175.652	173.688	174.297	175.059	170.801	174.064	173.979	176.136	175.710	176.788	171.638	171.536	178.235	172.864	175.125	171.104	174.421	176.420
209	170.254	173.601	182.138	175.804	178.448	174.056	172.358	174.250	174.829	173.683	177.257	172.520	173.147	178.487	171.136	173.784	172.301	175.413	175.074
210	174.526	178.424	175.827	172.490	177.501	177.492	173.900	173.984	172.979	174.963	174.891	170.966	172.946	174.655	174.180	180.617	178.739	177.276	172.110
211	175.872	172.776	176.916	174.211	172.093	178.106	171.081	174.582	174.145	171.168	171.790	172.877	167.966	173.714	171.743	173.937	173.104	179.328	168.877
212	173.096	179.041	174.335	175.571	172.394	175.952	175.627	174.124	175.693	174.921	170.824	172.202	176.521	174.488	168.966	174.227	171.176	175.258	170.029
213	175.770	177.626	173.725	177.167	172.217	176.574	174.844	174.611	171.723	175.316	169.413	176.867	176.507	175.907	172.388	171.880	178.537	175.575	172.913
214	170.445	177.792	174.899	178.219	174.036	176.009	171.587	176.770	171.454	174.560	171.818	176.219	169.120	176.526	171.958	174.705	172.749	175.700	175.886
215	173.746	178.806	178.811	175.530	178.432	174.449	171.113	175.433	173.059	176.261	171.975	178.557	171.426	174.909	178.287	175.788	173.658	171.700	172.671
216	171.319	174.436	176.285	174.395	175.869	171.688	174.746	170.972	172.703	179.513	173.272	172.127	173.901	176.486	172.100	176.700	177.284	169.220	173.963
217	170.718	178.380	176.071	179.314	172.062	176.854	176.000	174.825	176.702	171.835	171.529	175.123	169.625	175.531	175.073	171.400	178.817	177.601	175.264
218	176.312	176.652	177.060	180.294	177.268	177.204	178.820	174.443	176.926	178.300	175.499	171.605	174.276	179.396	176.660	168.701	174.120	179.472	172.895
219	172.077	176.168	170.242	176.944	173.803	170.814	177.675	175.238	179.316	172.951	173.837	169.544	170.094	174.267	173.938	173.262	171.890	170.116	176.576
220	171.329	176.739	176.815	173.638	172.834	174.925	175.421	168.133	176.344	174.544	173.290	172.578	172.204	173.338	177.423	175.212	173.178	169.555	174.604
221	176.812	175.295	175.690	173.494	173.389	171.735	171.616	176.827	175.987	172.976	172.102	178.853	172.510	170.199	172.217	173.506	171.371	173.544	173.848
222	178.449	180.740	171.728	173.543	170.980	174.241	168.180	171.690	174.298	176.158	174.606	179.080	173.572	171.298	174.397	176.015	171.620	171.820	174.964
223	179.351	179.691	174.000	172.134	168.503	175.095	175.615	173.485	174.477	174.383	171.960	173.865	176.112	172.638	171.000	177.375	172.400	174.337	173.000
224	176.711	175.669	173.201	174.677	168.347	177.250	171.764	176.349	171.843	175.086	174.736	174.438	177.510	173.293	170.655	176.919	173.983	174.549	172.318
225	172.266	173.522	176.109	175.014	178.468	182.263	173.157	172.446	170.633	175.268	175.813	174.186	177.285	172.286	169.024	176.013	175.785	173.778	171.074
226	170.572	176.894	176.313	171.879	173.315	170.051	172.262	174.788	172.525	173.347	168.364	173.894	172.544	168.557	170.144	171.884	172.942	171.187	173.277
227	176.773	176.298	177.369	174.259	172.953	173.299	175.806	175.435	173.973	177.637	173.124	175.834	176.769	176.634	171.517	174.430	172.131	169.712	172.476
228	170.962	175.413	178.128	171.855	175.465	171.848	175.977	171.935	172.607	168.302	174.696	180.130	177.133	177.249	176.887	173.582	175.393	176.530	175.761
229	171.624	177.794	176.870	177.524	174.177	172.958	170.440	175.185	175.153	174.115	171.437	175.263	170.033	174.166	175.155	173.041	174.860	171.746	169.804
230	172.938	182.817	175.981	178.344	175.454	179.040	171.060	179.247	175.401	175.629	171.181	171.192	169.375	172.102	172.342	173.569	169.359	176.092	175.507
231	175.156	177.381	178.193	174.250	175.782	172.474	168.358	175.692	173.499	174.222	174.375	170.777	173.333	174.284	174.303	172.434	171.169	173.265	175.627
232	172.881	172.975	170.369	174.244	172.400	178.684	171.214	173.196	170.769	173.740	173.866	170.616	174.851	174.257	170.722	172.894	173.395	169.489	176.011
233	179.500	173.395	176.288	172.650	173.583	170.706	176.662	176.202	172.499	168.234	176.131	174.059	174.137	172.740	174.782	174.161	175.911	171.257	176.348
234	174.738	179.097	173.184	174.014	174.249	170.196	173.032	174.096	176.158	176.036	170.995	170.889	169.624	170.434	173.127	171.828	173.036	174.560	173.303
235	172.118	176.811	173.877	173.654	172.804	171.182	172.349	168.845	174.536	173.461	170.096	166.143	175.126	172.211	170.070	174.755	174.720	170.528	173.726
236	169.353	179.627	176.766	174.987	173.026	173.546	174.620	173.645	173.883	172.939	170.341	168.830	172.108	170.048	174.147	172.946	171.147	172.598	175.891
237	169.910	179.003	177.460	179.011	175.641	174.417	179.687	173.102	172.859	176.334	165.960	167.468	176.868	172.857	174.989	174.133	172.644	172.150	175.244
238	173.075	178.149	173.090	176.418	175.499	173.091	164.669	170.099	172.371	171.924	173.127	171.804	172.523	171.990	174.373	174.338	172.475	167.339	172.413
239	167.652	176.820	172.476	177.450	178.803	173.478	171.098	174.519	174.615	172.413	177.752	174.199	176.630	174.378	175.815	170.943	171.608	169.894	168.352
240	174.128	176.067	177.282	181.851	173.470	171.768	172.217	179.102	177.503	175.773	171.147	173.084	175.235	171.992	173.250	169.971	170.420	171.051	173.680
241	172.600	172.487	173.141	181.212	176.293	175.802	176.284	171.594	172.832	176.498	166.933	176.079	170.763	172.781	172.798	175.468	171.039	171.361	170.407
242	172.096	173.771	176.113	175.150	175.007	171.149	167.500	178.997	174.256	168.854	168.991	173.102	173.693	169.429	169.089	175.155	172.106	174.172	172.430
243	173.998	175.868	178.123	174.873	175.929	176.969	171.006	172.495	171.229	173.278	171.810	168.822	172.265	165.510	168.614	171.391	170.170	173.726	171.342
244	175.293	167.811	179.304	171.625	173.133	173.793	173.019	164.695	172.559	175.081	174.481	168.786	169.243	169.951	170.119	173.379	170.780	172.457	169.221
245	175.305	174.715	181.881	172.006	171.821	178.239	172.992	172.300	169.737	171.984	170.633	169.560	170.105	173.187	171.506	174.524	174.144	175.870	171.224
246	171.302	176.956	178.572	170.592	177.166	176.864	170.804	170.747	176.860	172.334	168.661	174.187	174.128	172.464	167.896	173.662	169.875	175.409	169.341
247	172.477	175.213	175.708	171.587	174.353	173.719	171.303	173.242	172.650	175.341	168.623	170.602	177.396	172.138	171.031	176.027	172.848	172.127	168.339
248	172.264	175.797	171.742	170.077	174.108	172.224	175.199	175.404	173.657	174.349	171.745	173.191	174.972	174.340	166.868	180.112	169.851	171.057	173.968
249	165.641	174.640	180.390	174.979	172.741	172.097	169.744	174.237	173.280	177.140	174.134	170.172	169.355	172.235	173.324	175.044	168.616	169.408	174.206
250	167.987	177.945	173.698	175.495	168.908	167.881	176.814	172.974	168.397	171.507	172.993	171.696	176.701	174.927	169.804	176.373	174.052	175.587	169.967
251	174.370	178.973	166.183	175.102	171.962	175.550	171.400	173.148	175.884	173.808	174.804	167.262	174.796	175.532	171.806	178.049	173.967	175.868	175.541
252	169.525	177.840	168.119	174.561	171.078	174.053	173.962	170.956	174.100	175.258	169.839	173.408	172.280	174.398	170.768	169.822	170.968	167.907	174.274
253	173.795	174.498	175.377	177.829	171.308	174.236	171.302	176.774	171.771	179.326	173.961	175.430	173.051	170.122	168.515	176.411	170.838	169.245	170.082
254	175.990	176.653	175.635	177.257	169.804	167.233	174.230	174.594	172.695	177.367	167.365	168.769	169.755	170.167	170.530	176.020	169.595	176.966	169.606
255	171.697	176.619	173.406	171.160	173.261	173.146	176.056	173.003	169.970	173.760	172.324	171.700	173.143	174.914	173.872	174.329	174.999	173.464	175.773
256	174.451	172.320	175.104	173.755	172.236	175.529	171.769	178.399	173.383	170.445	170.281	171.451	174.764	175.457	172.815	175.445	170.332	173.449	172.860
257	171.906	178.476	172.918	174.980	177.007	175.247	176.337	175.856	175.748	174.121	170.426	173.342	172.426	170.029	173.159	173.523	173.129	170.330	169.322
258	171.343	174.655	175.611	177.342	170.325	172.622	173.553	171.535	173.042	175.575	174.888	169.551	171.030	172.183	170.426	173.644	173.306	170.163	173.526
259	173.418	175.197	173.077	175.484	172.709	174.167	171.440	171.900	173.546	167.269	168.160	166.307	179.493	172.992	169.196	173.803	170.312	170.782	172.938
260	170.640	175.639	176.221	172.967	174.950	177.515	173.361	175.402	169.899	166.801	170.550	165.084	175.518	171.878	170.304	173.653	170.957	171.249	177.624
261	175.078	167.251	178.259	176.530	172.651	171.642	174.823	173.473	171.951	170.637	173.976	170.689	174.097	172.121	176.170	168.657	166.530	173.993	174.343
262	175.173	179.155	180.756	179.151	173.400	172.338	173.964	166.716	174.225	172.119	171.456	174.392	167.858	169.399	171.320	173.808	170.824	176.517	171.610
263	172.655	177.790	173.905	178.565	172.423	175.040	170.858	169.251	174.529	176.321	171.278	171.379	171.047	173.897	171.515	173.845	170.856	172.972	170.196
264	170.330	175.847	171.922	175.306	171.539	173.496	169.456	172.114	172.181	168.633	169.816	169.452	169.607	169.909	178.111	171.501	174.759	166.750	170.379
265	167.558	177.326	174.560	174.078	173.173	170.374	169.843	176.928	176.162	171.991	173.071	171.378	164.635	172.828	178.920	171.606	176.654	171.224	169.922
266	167.135	176.992	177.894	170.721	175.790	170.251	172.185	172.905	175.235	170.977	172.487	168.846	167.596	168.205	173.383	170.950	172.406	170.913	166.646
267	173.154	176.187	171.237	169.377	172.880	174.157	173.673	169.247	169.783	172.270	174.267	168.092	173.732	175.184	175.491	169.722	172.023	172.315	174.416
268	172.094	170.263	174.329	165.717	168.259	168.909	173.572	174.395	169.948	171.906	173.358	173.545	171.094	174.024	173.898	173.298	169.490	167.303	171.985
269	170.983	172.280	168.671	172.566	174.970	167.587	167.954	176.504	175.672	172.302	176.112	172.573	173.544	173.123	170.912	173.167	174.151	171.107	167.559
270	172.713	175.627	172.650	174.036	167.151	173.509	165.890	167.459	176.535	170.265	175.123	169.850	175.501	172.053	171.687	174.068	172.689	169.593	169.310
271	172.455	174.481	178.331	173.359	170.370	172.196	165.800	170.508	177.844	170.151	172.967	174.250	170.406	172.276	175.240	176.258	171.291	174.548	172.416
272	170.926	174.807	174.105	171.921	172.729	172.664	167.818	172.289	170.063	172.360	168.662	169.436	167.686	166.065	173.200	170.993	170.569	175.313	173.181
