;date;cellName;cellID;manipID;duration;medianRawB;medianThickness;1stDThickness;9thDThickness;fluctuAmpli;R2_polyFit;validated
22;21-04-23;M1_P1_C1;21-04-23_M1_P1_C1;21-04-23_M1;661.5419999999995;5.75345;248.4468394145433;163.15867162769337;345.21457163846753;182.05590001077417;0.6439931298468254;True
23;21-04-23;M1_P1_C2;21-04-23_M1_P1_C2;21-04-23_M1;663.7880000000005;5.75345;232.90363435410015;172.34916118764068;294.32246097760617;121.9732997899655;0.7377055689227155;True
24;21-04-23;M1_P1_C3;21-04-23_M1_P1_C3;21-04-23_M1;661.2930000000015;5.75345;222.5812028393548;156.08667640452222;447.5578721017773;291.4711956972551;0.7528078599411226;True
25;21-04-23;M1_P1_C4;21-04-23_M1_P1_C4;21-04-23_M1;668.8330000000005;5.75345;177.26448647731468;149.12612052770783;202.41282582299755;53.28670529528972;0.5313700832724872;True
26;21-04-23;M1_P1_C5;21-04-23_M1_P1_C5;21-04-23_M1;670.3919999999998;5.75345;113.81058471845064;82.85161555685681;231.4814628722179;148.62984731536108;0.5939916696454732;True
27;21-04-23;M1_P1_C6;21-04-23_M1_P1_C6;21-04-23_M1;263.116;5.75345;153.8985738659767;133.6793059993288;174.7874189984841;41.10811299915531;0.5681593136146775;True
28;21-04-23;M1_P1_C7;21-04-23_M1_P1_C7;21-04-23_M1;665.7799999999988;5.75345;107.27534632869356;40.66551551125213;342.9590748469918;302.2935593357397;0.8010901818114158;True
29;21-04-23;M2_P1_C1;21-04-23_M2_P1_C1;21-04-23_M2;662.2160000000003;5.75345;182.76305087066885;124.33376613303426;315.28005367310016;190.9462875400659;0.4207783953026698;True
30;21-04-23;M2_P1_C2;21-04-23_M2_P1_C2;21-04-23_M2;661.9320000000007;5.75345;215.28688060309105;174.4231840042312;257.1351652385738;82.7119812343426;0.643538500689703;True
31;21-04-23;M2_P1_C3;21-04-23_M2_P1_C3;21-04-23_M2;662.1000000000022;5.75345;656.5880936738022;364.1491396862666;822.6555121667207;458.5063724804541;0.7039166339469485;True
32;21-04-23;M2_P1_C4;21-04-23_M2_P1_C4;21-04-23_M2;398.0149999999994;5.75345;567.8810473169333;322.3988889072043;865.7193277295337;543.3204388223294;0.9017039005080713;True
33;21-04-23;M2_P1_C5;21-04-23_M2_P1_C5;21-04-23_M2;330.51800000000003;5.75345;382.14347779879154;283.42803335491226;555.5898867839887;272.1618534290765;0.5490615281184598;True
34;21-04-23;M2_P1_C6;21-04-23_M2_P1_C6;21-04-23_M2;262.86399999999776;5.75345;1023.7162583624286;741.6994154190033;1635.3477826384833;893.64836721948;0.9527908947747012;True
35;21-02-15;M1_P1_C1;21-02-15_M1_P1_C1;21-02-15_M1;605.8950000000004;5.5033;330.6405439947557;221.21854541403354;1157.193040980741;935.9744955667074;0.8910809205426287;True
36;21-02-15;M1_P1_C2;21-02-15_M1_P1_C2;21-02-15_M1;606.3300000000017;5.5033;206.65938533772805;180.85293811685278;234.9857045478684;54.132766431015625;0.609119863667005;True
37;21-02-15;M1_P1_C3;21-02-15_M1_P1_C3;21-02-15_M1;711.8439999999973;5.5033;220.15077865511557;181.8605691053017;288.9325012858226;107.07193218052089;0.493963018891136;True
38;21-02-15;M2_P1_C1;21-02-15_M2_P1_C1;21-02-15_M2;408.4759999999988;5.5033;471.4759046697736;388.48927241370166;702.8154522265804;314.32617981287876;0.6811534954478138;True
39;21-02-15;M2_P1_C3;21-02-15_M2_P1_C3;21-02-15_M2;614.9259999999995;22.003300000000003;92.50088412208243;61.04282108420011;126.44889810958284;65.40607702538273;0.19338482841563975;True
40;21-02-15;M2_P1_C4;21-02-15_M2_P1_C4;21-02-15_M2;617.3729999999996;22.001100000000005;148.8182117761853;59.917386715060275;370.5251077991534;310.6077210840931;0.16797948939614113;True
41;21-02-15;M2_P1_C5;21-02-15_M2_P1_C5;21-02-15_M2;613.1919999999991;5.5033;264.2302856962415;201.15683721139976;514.8724190486773;313.71558183727757;0.8556893058898875;True
42;21-02-15;M2_P1_C6;21-02-15_M2_P1_C6;21-02-15_M2;608.7690000000002;5.5033;134.09971572570885;97.49131274251067;167.61388163040283;70.12256888789216;0.6440526603985779;True
43;21-02-15;M2_P1_C7;21-02-15_M2_P1_C7;21-02-15_M2;608.4859999999971;5.5033;879.6020348115853;382.0156271739643;1411.522796872474;1029.5071696985096;0.23866886492428124;True
44;21-02-15;M3_P1_C1;21-02-15_M3_P1_C1;21-02-15_M3;445.2040000000052;5.5033;351.03517570942313;258.83017378510885;509.6010206056844;250.77084682057557;0.5606693193991381;True
